# Data acquisition time, Epoch time (ms), Distance1 (µm), Distance2 (µm), Distance3 (µm), Mathematic4 (µm)
2025-04-14 21:10:23.073895, 1744657823073.895, 457.262, 213.829, 213.715, 286.825
2025-04-14 21:10:23.075815, 1744657823075.815, 457.261, 213.829, 213.715, 286.824
2025-04-14 21:10:23.077735, 1744657823077.735, 457.261, 213.829, 213.715, 286.824
2025-04-14 21:10:23.079654, 1744657823079.655, 457.259, 213.829, 213.715, 286.824
2025-04-14 21:10:23.081574, 1744657823081.574, 457.259, 213.829, 213.715, 286.824
2025-04-14 21:10:23.083494, 1744657823083.494, 457.257, 213.829, 213.715, 286.823
2025-04-14 21:10:23.085414, 1744657823085.414, 457.258, 213.829, 213.715, 286.823
2025-04-14 21:10:23.087334, 1744657823087.334, 457.257, 213.829, 213.715, 286.823
2025-04-14 21:10:23.089254, 1744657823089.254, 457.257, 213.829, 213.715, 286.823
2025-04-14 21:10:23.091174, 1744657823091.174, 457.256, 213.829, 213.715, 286.823
2025-04-14 21:10:23.093094, 1744657823093.094, 457.256, 213.829, 213.715, 286.823
2025-04-14 21:10:23.095014, 1744657823095.014, 457.256, 213.829, 213.715, 286.823
2025-04-14 21:10:23.096934, 1744657823096.934, 457.255, 213.829, 213.715, 286.823
2025-04-14 21:10:23.098854, 1744657823098.854, 457.255, 213.829, 213.715, 286.823
2025-04-14 21:10:23.100774, 1744657823100.774, 457.254, 213.829, 213.715, 286.822
2025-04-14 21:10:23.102694, 1744657823102.694, 457.254, 213.829, 213.715, 286.822
2025-04-14 21:10:23.104614, 1744657823104.614, 457.254, 213.829, 213.715, 286.822
2025-04-14 21:10:23.106533, 1744657823106.533, 457.253, 213.829, 213.715, 286.822
2025-04-14 21:10:23.108453, 1744657823108.453, 457.252, 213.829, 213.715, 286.822
2025-04-14 21:10:23.110373, 1744657823110.373, 457.251, 213.829, 213.715, 286.821
2025-04-14 21:10:23.112292, 1744657823112.292, 457.250, 213.829, 213.715, 286.821
2025-04-14 21:10:23.114212, 1744657823114.212, 457.250, 213.829, 213.715, 286.821
2025-04-14 21:10:23.116132, 1744657823116.132, 457.249, 213.829, 213.715, 286.821
2025-04-14 21:10:23.118052, 1744657823118.052, 457.248, 213.829, 213.715, 286.821
2025-04-14 21:10:23.119972, 1744657823119.972, 457.247, 213.829, 213.715, 286.820
2025-04-14 21:10:23.121893, 1744657823121.893, 457.248, 213.829, 213.715, 286.820
2025-04-14 21:10:23.123812, 1744657823123.813, 457.247, 213.829, 213.715, 286.820
2025-04-14 21:10:23.125732, 1744657823125.732, 457.246, 213.829, 213.715, 286.820
2025-04-14 21:10:23.127652, 1744657823127.652, 457.245, 213.829, 213.715, 286.820
2025-04-14 21:10:23.129572, 1744657823129.572, 457.245, 213.829, 213.715, 286.819
2025-04-14 21:10:23.131492, 1744657823131.492, 457.245, 213.829, 213.715, 286.819
2025-04-14 21:10:23.133412, 1744657823133.412, 457.244, 213.829, 213.715, 286.819
2025-04-14 21:10:23.135332, 1744657823135.332, 457.243, 213.829, 213.715, 286.819
2025-04-14 21:10:23.137252, 1744657823137.252, 457.242, 213.829, 213.715, 286.819
2025-04-14 21:10:23.139172, 1744657823139.172, 457.242, 213.829, 213.715, 286.819
2025-04-14 21:10:23.141092, 1744657823141.092, 457.242, 213.829, 213.715, 286.819
2025-04-14 21:10:23.143013, 1744657823143.012, 457.242, 213.829, 213.715, 286.819
2025-04-14 21:10:23.144933, 1744657823144.933, 457.241, 213.829, 213.715, 286.818
2025-04-14 21:10:23.146853, 1744657823146.853, 457.240, 213.829, 213.715, 286.818
2025-04-14 21:10:23.148773, 1744657823148.773, 457.239, 213.829, 213.715, 286.818
2025-04-14 21:10:23.150693, 1744657823150.693, 457.239, 213.829, 213.715, 286.818
2025-04-14 21:10:23.152614, 1744657823152.614, 457.238, 213.829, 213.715, 286.817
2025-04-14 21:10:23.154534, 1744657823154.534, 457.237, 213.829, 213.715, 286.817
2025-04-14 21:10:23.156455, 1744657823156.455, 457.236, 213.829, 213.715, 286.817
2025-04-14 21:10:23.158375, 1744657823158.375, 457.236, 213.829, 213.715, 286.817
2025-04-14 21:10:23.160295, 1744657823160.295, 457.235, 213.829, 213.715, 286.817
2025-04-14 21:10:23.162215, 1744657823162.215, 457.235, 213.829, 213.715, 286.816
2025-04-14 21:10:23.164135, 1744657823164.135, 457.235, 213.829, 213.715, 286.817
2025-04-14 21:10:23.166055, 1744657823166.055, 457.234, 213.829, 213.715, 286.816
2025-04-14 21:10:23.167975, 1744657823167.975, 457.234, 213.829, 213.715, 286.816
2025-04-14 21:10:23.169894, 1744657823169.895, 457.233, 213.829, 213.715, 286.816
2025-04-14 21:10:23.171814, 1744657823171.814, 457.233, 213.829, 213.715, 286.816
2025-04-14 21:10:23.173734, 1744657823173.734, 457.232, 213.829, 213.715, 286.816
2025-04-14 21:10:23.175654, 1744657823175.654, 457.232, 213.829, 213.715, 286.816
2025-04-14 21:10:23.177573, 1744657823177.573, 457.231, 213.829, 213.715, 286.815
2025-04-14 21:10:23.179493, 1744657823179.493, 457.229, 213.829, 213.715, 286.815
2025-04-14 21:10:23.181413, 1744657823181.413, 457.229, 213.829, 213.715, 286.815
2025-04-14 21:10:23.183332, 1744657823183.333, 457.229, 213.829, 213.715, 286.815
2025-04-14 21:10:23.185252, 1744657823185.252, 457.229, 213.829, 213.715, 286.815
2025-04-14 21:10:23.187172, 1744657823187.172, 457.228, 213.829, 213.715, 286.815
2025-04-14 21:10:23.189092, 1744657823189.092, 457.228, 213.829, 213.715, 286.814
2025-04-14 21:10:23.191012, 1744657823191.012, 457.228, 213.829, 213.715, 286.814
2025-04-14 21:10:23.192932, 1744657823192.932, 457.227, 213.829, 213.715, 286.814
2025-04-14 21:10:23.194852, 1744657823194.852, 457.227, 213.829, 213.715, 286.814
2025-04-14 21:10:23.196771, 1744657823196.771, 457.227, 213.829, 213.715, 286.814
2025-04-14 21:10:23.198692, 1744657823198.692, 457.226, 213.829, 213.715, 286.814
2025-04-14 21:10:23.200612, 1744657823200.612, 457.225, 213.829, 213.715, 286.814
2025-04-14 21:10:23.202532, 1744657823202.532, 457.224, 213.829, 213.715, 286.813
2025-04-14 21:10:23.204452, 1744657823204.452, 457.224, 213.829, 213.715, 286.813
2025-04-14 21:10:23.206372, 1744657823206.372, 457.224, 213.829, 213.715, 286.813
2025-04-14 21:10:23.208292, 1744657823208.292, 457.223, 213.829, 213.715, 286.813
2025-04-14 21:10:23.210213, 1744657823210.213, 457.222, 213.829, 213.715, 286.813
2025-04-14 21:10:23.212133, 1744657823212.133, 457.222, 213.829, 213.715, 286.813
2025-04-14 21:10:23.214053, 1744657823214.053, 457.222, 213.829, 213.715, 286.813
2025-04-14 21:10:23.215973, 1744657823215.973, 457.221, 213.829, 213.715, 286.812
2025-04-14 21:10:23.217893, 1744657823217.893, 457.221, 213.829, 213.715, 286.812
2025-04-14 21:10:23.219813, 1744657823219.813, 457.220, 213.829, 213.715, 286.812
2025-04-14 21:10:23.221733, 1744657823221.733, 457.219, 213.829, 213.715, 286.812
2025-04-14 21:10:23.223653, 1744657823223.653, 457.218, 213.829, 213.715, 286.812
2025-04-14 21:10:23.225573, 1744657823225.573, 457.218, 213.829, 213.715, 286.812
2025-04-14 21:10:23.227493, 1744657823227.493, 457.217, 213.829, 213.715, 286.811
2025-04-14 21:10:23.229413, 1744657823229.413, 457.217, 213.829, 213.715, 286.811
2025-04-14 21:10:23.231333, 1744657823231.333, 457.216, 213.829, 213.715, 286.811
2025-04-14 21:10:23.233253, 1744657823233.253, 457.216, 213.829, 213.715, 286.811
2025-04-14 21:10:23.235173, 1744657823235.173, 457.216, 213.829, 213.715, 286.811
2025-04-14 21:10:23.237093, 1744657823237.094, 457.216, 213.829, 213.715, 286.811
2025-04-14 21:10:23.239013, 1744657823239.013, 457.215, 213.829, 213.715, 286.811
2025-04-14 21:10:23.240933, 1744657823240.933, 457.215, 213.829, 213.715, 286.810
2025-04-14 21:10:23.242853, 1744657823242.853, 457.214, 213.829, 213.715, 286.810
2025-04-14 21:10:23.244773, 1744657823244.773, 457.214, 213.829, 213.715, 286.810
2025-04-14 21:10:23.246693, 1744657823246.693, 457.213, 213.829, 213.715, 286.810
2025-04-14 21:10:23.248613, 1744657823248.613, 457.213, 213.829, 213.715, 286.810
2025-04-14 21:10:23.250533, 1744657823250.533, 457.213, 213.829, 213.715, 286.810
2025-04-14 21:10:23.252453, 1744657823252.453, 457.212, 213.829, 213.715, 286.810
2025-04-14 21:10:23.254373, 1744657823254.373, 457.212, 213.829, 213.715, 286.810
2025-04-14 21:10:23.256293, 1744657823256.293, 457.212, 213.829, 213.715, 286.810
2025-04-14 21:10:23.258213, 1744657823258.213, 457.212, 213.829, 213.715, 286.810
2025-04-14 21:10:23.260133, 1744657823260.134, 457.211, 213.829, 213.715, 286.810
2025-04-14 21:10:23.262054, 1744657823262.054, 457.211, 213.829, 213.715, 286.809
2025-04-14 21:10:23.263974, 1744657823263.974, 457.210, 213.829, 213.715, 286.809
2025-04-14 21:10:23.265893, 1744657823265.893, 457.210, 213.829, 213.715, 286.809
2025-04-14 21:10:23.267813, 1744657823267.813, 457.209, 213.829, 213.715, 286.809
2025-04-14 21:10:23.269733, 1744657823269.733, 457.209, 213.829, 213.715, 286.809
2025-04-14 21:10:23.271652, 1744657823271.652, 457.224, 213.829, 213.715, 286.813
2025-04-14 21:10:23.273572, 1744657823273.572, 457.285, 213.829, 213.715, 286.831
2025-04-14 21:10:23.275492, 1744657823275.492, 457.369, 213.829, 213.715, 286.857
2025-04-14 21:10:23.277411, 1744657823277.411, 457.488, 213.829, 213.715, 286.892
2025-04-14 21:10:23.279331, 1744657823279.331, 457.661, 213.829, 213.715, 286.944
2025-04-14 21:10:23.281251, 1744657823281.251, 457.864, 213.829, 213.715, 287.005
2025-04-14 21:10:23.283171, 1744657823283.171, 458.098, 213.829, 213.715, 287.076
2025-04-14 21:10:23.285091, 1744657823285.091, 458.385, 213.829, 213.715, 287.162
2025-04-14 21:10:23.287011, 1744657823287.011, 458.697, 213.829, 213.715, 287.255
2025-04-14 21:10:23.288931, 1744657823288.931, 458.994, 213.829, 213.715, 287.344
2025-04-14 21:10:23.290851, 1744657823290.851, 459.314, 213.829, 213.715, 287.440
2025-04-14 21:10:23.292771, 1744657823292.771, 459.645, 213.829, 213.715, 287.540
2025-04-14 21:10:23.294691, 1744657823294.691, 459.961, 213.829, 213.715, 287.635
2025-04-14 21:10:23.296611, 1744657823296.611, 460.283, 213.829, 213.715, 287.731
2025-04-14 21:10:23.298531, 1744657823298.531, 460.625, 213.829, 213.715, 287.833
2025-04-14 21:10:23.300451, 1744657823300.450, 460.937, 213.829, 213.715, 287.927
2025-04-14 21:10:23.302370, 1744657823302.370, 461.203, 213.829, 213.715, 288.007
2025-04-14 21:10:23.304291, 1744657823304.291, 461.455, 213.829, 213.715, 288.083
2025-04-14 21:10:23.306211, 1744657823306.211, 461.664, 213.829, 213.715, 288.145
2025-04-14 21:10:23.308131, 1744657823308.131, 461.820, 213.829, 213.715, 288.192
2025-04-14 21:10:23.310051, 1744657823310.051, 461.941, 213.829, 213.715, 288.228
2025-04-14 21:10:23.311971, 1744657823311.971, 462.031, 213.829, 213.715, 288.256
2025-04-14 21:10:23.313891, 1744657823313.891, 462.067, 213.829, 213.715, 288.266
2025-04-14 21:10:23.315812, 1744657823315.812, 462.076, 213.829, 213.715, 288.269
