0.45mm_10steps_500ms_1.csv,0.45mm_10steps_500ms_2.csv,0.45mm_40steps_300ms_1.csv,0.45mm_40steps_300ms_2.csv,0.45mm_480steps_300ms.csv,0.45mm_80steps_300ms.csv,single_step_40_300ms_1.csv,single_step_40_300ms_2.csv,triple_step_40_300ms_1.csv,triple_step_40_300ms_2.csv,triple_step_40_300ms_3.csv
11.406,10.862,424.745,88.153,98.997,472.163,23.676,23.712,10.777,11.044,11.044
11.406,10.862,424.744,88.152,98.997,472.162,23.676,23.712,10.777,11.045,11.045
11.406,10.862,424.745,88.152,98.996,472.161,23.677,23.712,10.777,11.046,11.046
11.406,10.862,424.746,88.152,98.996,472.161,23.677,23.713,10.777,11.047,11.047
11.406,10.862,424.746,88.152,98.995,472.16,23.677,23.713,10.777,11.048,11.048
11.406,10.862,424.746,88.152,98.995,472.159,23.677,23.713,10.777,11.049,11.049
11.406,10.862,424.747,88.153,98.994,472.16,23.677,23.713,10.777,11.05,11.05
11.406,10.862,424.746,88.153,98.994,472.159,23.677,23.713,10.777,11.051,11.051
11.406,10.862,424.746,88.153,98.993,472.159,23.677,23.713,10.777,11.051,11.051
11.406,10.862,424.746,88.153,98.992,472.159,23.676,23.713,10.777,11.052,11.052
11.406,10.862,424.745,88.152,98.992,472.159,23.676,23.713,10.777,11.052,11.052
11.406,10.863,424.745,88.152,98.991,472.158,23.676,23.713,10.777,11.053,11.053
11.406,10.862,424.745,88.152,98.991,472.158,23.676,23.713,10.777,11.053,11.053
11.406,10.862,424.744,88.154,98.991,472.158,23.677,23.713,10.777,11.054,11.054
11.406,10.862,424.743,88.189,98.99,472.157,23.677,23.713,10.777,11.054,11.054
11.406,10.862,424.742,88.27,98.989,472.155,23.677,23.713,10.777,11.055,11.055
11.406,10.862,424.742,88.359,98.989,472.154,23.677,23.713,10.777,11.056,11.056
11.406,10.862,424.741,88.489,98.989,472.154,23.677,23.713,10.776,11.056,11.056
11.406,10.862,424.741,88.685,98.988,472.153,23.677,23.713,10.777,11.057,11.057
11.406,10.861,424.741,88.911,98.988,472.152,23.677,23.713,10.777,11.057,11.057
11.406,10.861,424.74,89.174,98.987,472.152,23.677,23.713,10.777,11.058,11.058
11.406,10.861,424.741,89.485,98.987,472.152,23.677,23.713,10.776,11.058,11.058
11.406,10.862,424.741,89.808,98.986,472.183,23.677,23.713,10.776,11.059,11.059
11.406,10.861,424.741,90.122,98.986,472.144,23.677,23.713,10.777,11.059,11.059
11.406,10.861,424.741,90.474,98.985,472.064,23.677,23.713,10.777,11.059,11.059
11.406,10.861,424.741,90.831,98.985,471.99,23.677,23.713,10.777,11.06,11.06
11.406,10.862,424.741,91.165,98.984,471.871,23.677,23.713,10.777,11.06,11.06
11.406,10.862,424.741,91.512,98.984,471.663,23.677,23.713,10.777,11.061,11.061
11.406,10.862,424.741,91.863,98.983,471.435,23.677,23.713,10.777,11.062,11.062
11.406,10.863,424.741,92.208,98.983,471.233,23.677,23.713,10.778,11.062,11.062
11.406,10.863,424.741,92.563,98.982,470.901,23.677,23.713,10.777,11.063,11.063
11.406,10.863,424.741,92.917,98.982,470.579,23.677,23.713,10.777,11.063,11.063
11.406,10.862,424.74,93.269,98.981,470.268,23.677,23.713,10.777,11.063,11.063
11.406,10.862,424.74,93.626,98.981,469.895,23.677,23.713,10.777,11.063,11.063
11.406,10.862,424.74,93.981,98.98,469.519,23.677,23.713,10.777,11.064,11.064
11.406,10.862,424.74,94.331,98.98,469.202,23.677,23.713,10.777,11.064,11.064
11.406,10.862,424.739,94.687,98.979,468.867,23.677,23.713,10.777,11.064,11.064
11.406,10.862,424.738,95.046,98.979,468.463,23.677,23.713,10.777,11.065,11.065
11.406,10.862,424.738,95.395,98.979,468.177,23.677,23.713,10.777,11.065,11.065
11.406,10.862,424.737,95.751,98.978,467.922,23.677,23.713,10.777,11.065,11.065
11.406,10.862,424.737,96.116,98.978,467.687,23.677,23.713,10.777,11.066,11.066
11.406,10.862,424.736,96.469,98.977,467.509,23.677,23.713,10.777,11.066,11.066
11.406,10.862,424.736,96.821,98.977,467.378,23.677,23.713,10.777,11.066,11.066
11.406,10.862,424.735,97.182,98.976,467.269,23.677,23.713,10.778,11.066,11.066
11.406,10.861,424.734,97.519,98.976,467.199,23.677,23.713,10.777,11.066,11.066
11.406,10.862,424.735,97.802,98.976,467.172,23.677,23.713,10.777,11.067,11.067
11.406,10.862,424.734,98.061,98.975,467.123,23.677,23.713,10.777,11.067,11.067
11.406,10.862,424.735,98.28,98.975,467.1,23.677,23.713,10.777,11.068,11.068
11.406,10.862,424.735,98.436,98.974,467.089,23.677,23.713,10.776,11.068,11.068
11.406,10.862,424.735,98.557,98.974,467.075,23.677,23.713,10.777,11.068,11.068
11.406,10.861,424.734,98.644,98.974,467.06,23.677,23.713,10.777,11.068,11.068
11.406,10.861,424.734,98.68,98.973,467.053,23.677,23.713,10.776,11.069,11.069
11.406,10.861,424.734,98.688,98.973,467.045,23.677,23.713,10.776,11.069,11.069
11.406,10.86,424.734,98.708,98.972,467.035,23.677,23.713,10.777,11.069,11.069
11.406,10.86,424.734,98.71,98.972,467.027,23.677,23.713,10.777,11.069,11.069
11.406,10.86,424.734,98.704,98.971,467.023,23.677,23.713,10.777,11.069,11.069
11.406,10.86,424.733,98.708,98.971,467.016,23.677,23.713,10.777,11.07,11.07
11.406,10.86,424.733,98.714,98.97,467.009,23.677,23.713,10.777,11.07,11.07
11.406,10.86,424.732,98.71,98.962,467.005,23.677,23.713,10.777,11.07,11.07
11.406,10.861,424.732,98.709,98.916,467.001,23.677,23.713,10.777,11.07,11.07
11.406,10.861,424.732,98.715,98.838,466.996,23.677,23.713,10.777,11.071,11.071
11.405,10.862,424.731,98.716,98.754,466.992,23.676,23.713,10.777,11.071,11.071
11.405,10.862,424.731,98.714,98.658,466.99,23.677,23.713,10.777,11.071,11.071
11.406,10.862,424.73,98.716,98.543,466.986,23.677,23.713,10.777,11.072,11.072
11.405,10.862,424.73,98.72,98.445,466.982,23.677,23.713,10.777,11.072,11.072
11.405,10.862,424.729,98.717,98.339,466.981,23.677,23.713,10.777,11.072,11.072
11.405,10.863,424.729,98.717,98.233,466.977,23.677,23.713,10.776,11.072,11.072
11.405,10.863,424.728,98.72,98.169,466.973,23.677,23.713,10.777,11.072,11.072
11.405,10.862,424.728,98.72,98.144,466.969,23.677,23.713,10.777,11.073,11.073
11.405,10.862,424.728,98.719,98.115,466.967,23.677,23.713,10.777,11.073,11.073
11.405,10.862,424.726,98.72,98.101,466.962,23.677,23.713,10.777,11.073,11.073
11.405,10.862,424.727,98.722,98.108,466.959,23.676,23.713,10.777,11.073,11.073
11.405,10.862,424.726,98.721,98.1,466.957,23.677,23.713,10.777,11.073,11.073
11.405,10.862,424.726,98.722,98.092,466.954,23.677,23.713,10.777,11.074,11.074
11.405,10.862,424.727,98.724,98.099,466.952,23.677,23.713,10.777,11.074,11.074
11.405,10.862,424.727,98.724,98.101,466.951,23.676,23.713,10.777,11.074,11.074
11.405,10.862,424.726,98.725,98.093,466.949,23.676,23.713,10.777,11.074,11.074
11.405,10.862,424.726,98.725,98.094,466.947,23.677,23.713,10.777,11.075,11.075
11.405,10.862,424.727,98.726,98.096,466.946,23.677,23.713,10.777,11.075,11.075
11.405,10.862,424.727,98.726,98.092,466.944,23.677,23.713,10.777,11.075,11.075
11.405,10.862,424.727,98.726,98.088,466.942,23.677,23.713,10.777,11.075,11.075
11.405,10.862,424.727,98.727,98.091,466.94,23.677,23.713,10.777,11.075,11.075
11.405,10.861,424.725,98.727,98.089,466.937,23.677,23.713,10.777,11.075,11.075
11.405,10.861,424.725,98.728,98.085,466.935,23.677,23.713,10.777,11.075,11.075
11.405,10.861,424.724,98.728,98.086,466.934,23.677,23.713,10.777,11.075,11.075
11.405,10.86,424.723,98.728,98.088,466.932,23.677,23.713,10.777,11.076,11.076
11.405,10.86,424.723,98.729,98.085,466.93,23.677,23.713,10.777,11.076,11.076
11.405,10.86,424.723,98.729,98.085,466.929,23.677,23.713,10.777,11.076,11.076
11.405,10.86,424.723,98.73,98.086,466.928,23.677,23.713,10.777,11.076,11.076
11.405,10.86,424.722,98.73,98.086,466.927,23.677,23.713,10.777,11.076,11.076
11.405,10.861,424.722,98.731,98.084,466.926,23.677,23.713,10.776,11.076,11.076
11.405,10.861,424.722,98.731,98.085,466.925,23.677,23.713,10.777,11.077,11.077
11.405,10.862,424.721,98.73,98.084,466.925,23.677,23.713,10.777,11.077,11.077
11.405,10.862,424.721,98.732,98.082,466.923,23.677,23.713,10.777,11.077,11.077
11.405,10.862,424.72,98.732,98.082,466.922,23.677,23.713,10.777,11.077,11.077
11.405,10.862,424.719,98.732,98.081,466.92,23.677,23.713,10.777,11.077,11.077
11.405,10.862,424.719,98.732,98.079,466.919,23.677,23.713,10.777,11.077,11.077
11.405,10.862,424.719,98.733,98.079,466.916,23.677,23.713,10.777,11.077,11.077
11.405,10.861,424.719,98.733,98.079,466.914,23.677,23.713,10.778,11.077,11.077
11.405,10.861,424.719,98.733,98.078,466.913,23.677,23.713,10.778,11.077,11.077
11.405,10.861,424.719,98.733,98.077,466.911,23.677,23.713,10.778,11.078,11.078
11.405,10.861,424.719,98.734,98.077,466.911,23.677,23.713,10.778,11.078,11.078
11.405,10.861,424.72,98.734,98.077,466.909,23.677,23.713,10.777,11.078,11.078
11.405,10.861,424.719,98.734,98.076,466.908,23.677,23.713,10.777,11.078,11.078
11.405,10.861,424.72,98.734,98.076,466.907,23.677,23.713,10.777,11.082,11.082
11.405,10.861,424.719,98.735,98.075,466.907,23.677,23.713,10.777,11.096,11.096
11.405,10.861,424.718,98.735,98.074,466.905,23.677,23.713,10.777,11.112,11.112
11.405,10.861,424.718,98.735,98.073,466.904,23.677,23.713,10.777,11.132,11.132
11.405,10.861,424.717,98.736,98.073,466.903,23.677,23.713,10.777,11.153,11.153
11.405,10.861,424.717,98.735,98.072,466.903,23.677,23.713,10.777,11.179,11.179
11.405,10.861,424.716,98.736,98.071,466.902,23.677,23.713,10.777,11.203,11.203
11.405,10.861,424.716,98.736,98.071,466.9,23.677,23.713,10.778,11.228,11.228
11.405,10.861,424.715,98.736,98.07,466.9,23.677,23.713,10.778,11.251,11.251
11.405,10.861,424.715,98.736,98.07,466.899,23.677,23.713,10.778,11.266,11.266
11.404,10.862,424.715,98.736,98.07,466.898,23.677,23.713,10.778,11.276,11.276
11.404,10.862,424.715,98.737,98.069,466.897,23.677,23.713,10.778,11.285,11.285
11.404,10.862,424.715,98.737,98.069,466.895,23.677,23.713,10.778,11.294,11.294
11.404,10.862,424.715,98.737,98.068,466.893,23.677,23.713,10.777,11.297,11.297
11.404,10.862,424.729,98.737,98.068,466.892,23.677,23.713,10.777,11.302,11.302
11.404,10.862,424.784,98.737,98.068,466.891,23.677,23.713,10.777,11.31,11.31
11.404,10.862,424.872,98.737,98.067,466.89,23.677,23.713,10.777,11.315,11.315
11.404,10.862,424.991,98.738,98.066,466.89,23.677,23.713,10.777,11.316,11.316
11.404,10.862,425.162,98.738,98.065,466.889,23.677,23.713,10.777,11.323,11.323
11.404,10.862,425.369,98.738,98.064,466.888,23.677,23.713,10.777,11.329,11.329
11.404,10.862,425.611,98.738,98.064,466.888,23.677,23.713,10.777,11.33,11.33
11.404,10.862,425.915,98.738,98.063,466.887,23.677,23.713,10.777,11.334,11.334
11.404,10.861,426.276,98.738,98.063,466.887,23.677,23.713,10.777,11.34,11.34
11.404,10.862,426.607,98.739,98.062,466.886,23.677,23.713,10.777,11.34,11.34
11.404,10.862,426.946,98.738,98.062,466.885,23.677,23.713,10.777,11.341,11.341
11.404,10.862,427.294,98.738,98.062,466.885,23.677,23.713,10.777,11.346,11.346
11.404,10.862,427.625,98.739,98.061,466.884,23.677,23.713,10.777,11.348,11.348
11.404,10.861,427.965,98.739,98.06,466.883,23.677,23.713,10.777,11.347,11.347
11.404,10.861,428.307,98.739,98.06,466.882,23.677,23.713,10.777,11.351,11.351
11.404,10.862,428.625,98.739,98.059,466.881,23.677,23.713,10.777,11.354,11.354
11.404,10.862,428.921,98.739,98.059,466.879,23.677,23.713,10.777,11.354,11.354
11.404,10.861,429.248,98.739,98.058,466.879,23.677,23.713,10.777,11.356,11.356
11.404,10.861,429.572,98.739,98.057,466.879,23.677,23.713,10.777,11.36,11.36
11.404,10.862,429.903,98.74,98.057,466.878,23.677,23.713,10.777,11.361,11.361
11.404,10.862,430.246,98.74,98.056,466.877,23.677,23.713,10.778,11.361,11.361
11.404,10.861,430.583,98.74,98.056,466.877,23.677,23.713,10.778,11.364,11.364
11.404,10.861,430.926,98.74,98.055,466.877,23.677,23.713,10.778,11.365,11.365
11.404,10.861,431.279,98.74,98.055,466.877,23.677,23.713,10.778,11.365,11.365
11.404,10.861,431.624,98.741,98.054,466.877,23.677,23.713,10.778,11.368,11.368
11.404,10.861,431.966,98.741,98.054,466.876,23.677,23.713,10.778,11.369,11.369
11.404,10.861,432.318,98.741,98.053,466.876,23.677,23.713,10.778,11.369,11.369
11.404,10.861,432.67,98.741,98.053,466.875,23.677,23.713,10.778,11.371,11.371
11.404,10.861,433.016,98.741,98.052,466.875,23.677,23.713,10.778,11.373,11.373
11.404,10.861,433.369,98.741,98.052,466.874,23.677,23.713,10.777,11.374,11.374
11.404,10.861,433.718,98.741,98.051,466.873,23.677,23.713,10.777,11.374,11.374
11.404,10.862,434.021,98.742,98.051,466.872,23.677,23.713,10.777,11.376,11.376
11.404,10.861,434.289,98.741,98.05,466.872,23.677,23.713,10.777,11.377,11.377
11.404,10.861,434.531,98.741,98.05,466.871,23.677,23.713,10.778,11.377,11.377
11.404,10.861,434.716,98.741,98.049,466.869,23.677,23.713,10.778,11.379,11.379
11.404,10.861,434.856,98.741,98.048,466.868,23.677,23.713,10.777,11.38,11.38
11.404,10.861,434.959,98.741,98.048,466.867,23.677,23.713,10.777,11.38,11.38
11.404,10.861,435.019,98.741,98.048,466.867,23.677,23.713,10.777,11.381,11.381
11.404,10.861,435.031,98.742,98.047,466.867,23.677,23.713,10.777,11.382,11.382
11.404,10.861,435.046,98.742,98.047,466.866,23.677,23.713,10.777,11.382,11.382
11.404,10.861,435.059,98.742,98.046,466.865,23.677,23.713,10.777,11.383,11.383
11.404,10.861,435.057,98.742,98.046,466.865,23.677,23.713,10.777,11.384,11.384
11.404,10.861,435.059,98.742,98.045,466.866,23.677,23.714,10.777,11.384,11.384
11.404,10.861,435.065,98.742,98.045,466.865,23.677,23.714,10.777,11.385,11.385
11.404,10.861,435.066,98.742,98.044,466.865,23.677,23.714,10.777,11.386,11.386
11.404,10.861,435.063,98.742,98.044,466.864,23.677,23.713,10.777,11.387,11.387
11.404,10.861,435.067,98.742,98.043,466.863,23.677,23.714,10.778,11.387,11.387
11.404,10.861,435.069,98.742,98.043,466.863,23.677,23.714,10.778,11.388,11.388
11.404,10.861,435.069,98.743,98.043,466.863,23.677,23.714,10.778,11.389,11.389
11.404,10.86,435.068,98.743,98.042,466.862,23.677,23.713,10.778,11.389,11.389
11.404,10.86,435.071,98.743,98.042,466.861,23.677,23.713,10.778,11.39,11.39
11.404,10.86,435.07,98.743,98.041,466.861,23.677,23.713,10.778,11.391,11.391
11.404,10.861,435.069,98.744,98.04,466.861,23.677,23.713,10.778,11.391,11.391
11.404,10.861,435.068,98.744,98.04,466.861,23.677,23.713,10.778,11.392,11.392
11.404,10.861,435.07,98.744,98.039,466.86,23.677,23.713,10.778,11.392,11.392
11.404,10.861,435.069,98.744,98.039,466.86,23.677,23.713,10.778,11.393,11.393
11.404,10.861,435.068,98.744,98.038,466.86,23.677,23.713,10.777,11.393,11.393
11.404,10.861,435.069,98.744,98.038,466.86,23.677,23.713,10.777,11.394,11.394
11.404,10.861,435.07,98.743,98.037,466.86,23.677,23.713,10.778,11.394,11.394
11.404,10.86,435.069,98.743,98.037,466.859,23.677,23.713,10.778,11.395,11.395
11.404,10.86,435.07,98.743,98.037,466.859,23.677,23.713,10.778,11.395,11.395
11.404,10.861,435.07,98.743,98.036,466.858,23.677,23.713,10.777,11.396,11.396
11.404,10.86,435.07,98.744,98.036,466.858,23.677,23.713,10.777,11.396,11.396
11.404,10.861,435.069,98.744,98.035,466.857,23.677,23.713,10.778,11.397,11.397
11.403,10.86,435.069,98.744,98.035,466.856,23.677,23.713,10.778,11.397,11.397
11.403,10.861,435.069,98.744,98.034,466.855,23.677,23.713,10.778,11.398,11.398
11.404,10.861,435.069,98.744,98.034,466.853,23.677,23.713,10.778,11.398,11.398
11.403,10.861,435.069,98.744,98.033,466.852,23.677,23.713,10.778,11.398,11.398
11.403,10.861,435.069,98.744,98.032,466.852,23.677,23.714,10.778,11.399,11.399
11.403,10.861,435.07,98.744,98.032,466.852,23.677,23.714,10.778,11.399,11.399
11.403,10.861,435.07,98.744,98.032,466.852,23.677,23.713,10.778,11.399,11.399
11.403,10.861,435.07,98.744,98.031,466.851,23.677,23.714,10.777,11.4,11.4
11.403,10.861,435.069,98.744,98.031,466.851,23.677,23.714,10.778,11.4,11.4
11.403,10.861,435.069,98.744,98.03,466.851,23.677,23.714,10.778,11.4,11.4
11.403,10.861,435.069,98.745,98.03,466.851,23.677,23.714,10.777,11.401,11.401
11.403,10.861,435.068,98.745,98.03,466.843,23.677,23.714,10.777,11.401,11.401
11.403,10.861,435.068,98.745,98.029,466.795,23.677,23.713,10.777,11.401,11.401
11.403,10.861,435.068,98.745,98.029,466.716,23.677,23.714,10.778,11.402,11.402
11.403,10.861,435.067,98.745,98.028,466.662,23.677,23.714,10.778,11.402,11.402
11.403,10.861,435.067,98.745,98.028,466.587,23.677,23.713,10.778,11.402,11.402
11.403,10.861,435.066,98.745,98.027,466.383,23.677,23.713,10.778,11.403,11.403
11.403,10.861,435.067,98.745,98.027,466.401,23.677,23.713,10.778,11.403,11.403
11.403,10.861,435.066,98.758,98.026,466.248,23.678,23.713,10.778,11.403,11.403
11.403,10.861,435.066,98.815,98.026,465.92,23.678,23.713,10.778,11.403,11.403
11.403,10.861,435.065,98.907,98.025,465.604,23.678,23.713,10.778,11.404,11.404
11.403,10.861,435.065,99.032,98.025,465.269,23.678,23.713,10.779,11.404,11.404
11.403,10.86,435.065,99.218,98.025,464.862,23.678,23.713,10.779,11.404,11.404
11.403,10.861,435.065,99.448,98.024,464.446,23.678,23.713,10.779,11.405,11.405
11.403,10.861,435.065,99.711,98.024,464.126,23.678,23.714,10.779,11.405,11.405
11.403,10.86,435.064,100.031,98.023,463.574,23.678,23.714,10.779,11.405,11.405
11.403,10.86,435.064,100.385,98.023,463.109,23.678,23.714,10.779,11.405,11.405
11.403,10.86,435.064,100.735,98.022,462.88,23.678,23.714,10.779,11.406,11.406
11.403,10.861,435.064,101.101,98.022,462.663,23.677,23.714,10.779,11.406,11.406
11.403,10.861,435.063,101.479,98.021,462.412,23.677,23.714,10.778,11.406,11.406
11.403,10.861,435.063,101.842,98.021,462.217,23.677,23.714,10.778,11.406,11.406
11.403,10.861,435.062,102.212,98.02,462.05,23.677,23.714,10.778,11.407,11.407
11.403,10.861,435.062,102.594,98.02,461.901,23.677,23.714,10.778,11.407,11.407
11.403,10.861,435.062,102.964,98.02,461.768,23.677,23.714,10.778,11.407,11.407
11.403,10.861,435.062,103.339,98.019,461.723,23.678,23.713,10.778,11.407,11.407
11.403,10.861,435.062,103.717,98.006,461.615,23.678,23.714,10.778,11.408,11.408
11.403,10.861,435.062,104.087,97.947,461.524,23.678,23.713,10.778,11.408,11.408
11.403,10.861,435.062,104.46,97.863,461.52,23.678,23.713,10.778,11.408,11.408
11.403,10.86,435.061,104.837,97.772,461.504,23.678,23.713,10.778,11.408,11.408
11.403,10.861,435.06,105.206,97.665,461.486,23.678,23.713,10.778,11.408,11.408
11.403,10.86,435.06,105.576,97.547,461.484,23.677,23.714,10.778,11.409,11.409
11.403,10.86,435.06,105.955,97.444,461.477,23.677,23.714,10.778,11.409,11.409
11.403,10.86,435.06,106.324,97.331,461.465,23.677,23.714,10.778,11.409,11.409
11.403,10.86,435.06,106.688,97.224,461.459,23.677,23.714,10.778,11.409,11.409
11.403,10.861,435.06,107.061,97.169,461.457,23.677,23.714,10.778,11.409,11.409
11.403,10.861,435.059,107.431,97.145,461.448,23.677,23.714,10.778,11.41,11.41
11.403,10.861,435.059,107.79,97.117,461.442,23.677,23.714,10.778,11.41,11.41
11.403,10.861,435.06,108.154,97.109,461.443,23.678,23.714,10.778,11.41,11.41
11.403,10.861,435.059,108.514,97.116,461.44,23.677,23.714,10.778,11.41,11.41
11.403,10.861,435.058,108.821,97.106,461.434,23.677,23.714,10.778,11.411,11.411
11.403,10.861,435.058,109.09,97.1,461.433,23.677,23.714,10.778,11.411,11.411
11.403,10.861,435.057,109.334,97.109,461.432,23.678,23.714,10.778,11.411,11.411
11.403,10.861,435.057,109.522,97.109,461.428,23.677,23.714,10.778,11.411,11.411
11.403,10.861,435.057,109.661,97.101,461.425,23.677,23.714,10.778,11.411,11.411
11.403,10.86,435.056,109.768,97.103,461.425,23.677,23.714,10.778,11.411,11.411
11.403,10.86,435.056,109.828,97.105,461.422,23.677,23.714,10.778,11.411,11.411
11.403,10.861,435.056,109.839,97.099,461.418,23.677,23.714,10.778,11.411,11.411
11.403,10.86,435.055,109.851,97.096,461.417,23.677,23.714,10.778,11.411,11.411
11.403,10.86,435.054,109.864,97.099,461.415,23.678,23.714,10.778,11.412,11.412
11.403,10.86,435.055,109.86,97.096,461.413,23.678,23.714,10.778,11.412,11.412
11.403,10.86,435.055,109.858,97.092,461.411,23.678,23.714,10.778,11.412,11.412
11.403,10.86,435.054,109.865,97.093,461.411,23.678,23.714,10.778,11.412,11.412
11.403,10.86,435.055,109.865,97.095,461.408,23.678,23.714,10.778,11.413,11.413
11.402,10.86,435.054,109.861,97.093,461.406,23.678,23.714,10.778,11.413,11.413
11.402,10.86,435.053,109.863,97.093,461.405,23.677,23.714,10.778,11.413,11.413
11.413,10.861,435.053,109.866,97.094,461.403,23.678,23.714,10.778,11.413,11.413
11.465,10.861,435.053,109.865,97.093,461.401,23.677,23.714,10.778,11.413,11.413
11.553,10.861,435.052,109.862,97.092,461.4,23.677,23.714,10.778,11.414,11.414
11.673,10.861,435.051,109.866,97.093,461.399,23.677,23.714,10.778,11.414,11.414
11.853,10.861,435.051,109.866,97.092,461.397,23.677,23.714,10.778,11.414,11.414
12.076,10.861,435.05,109.863,97.09,461.395,23.677,23.713,10.778,11.414,11.414
12.337,10.861,435.051,109.865,97.089,461.395,23.677,23.713,10.778,11.414,11.414
12.644,10.861,435.05,109.865,97.089,461.393,23.678,23.713,10.778,11.414,11.414
12.985,10.86,435.05,109.865,97.087,461.391,23.677,23.713,10.778,11.414,11.414
13.32,10.86,435.049,109.864,97.087,461.39,23.678,23.713,10.778,11.414,11.414
13.661,10.86,435.049,109.865,97.086,461.389,23.678,23.713,10.778,11.415,11.415
14.012,10.861,435.048,109.865,97.085,461.387,23.678,23.712,10.778,11.415,11.415
14.346,10.861,435.048,109.865,97.085,461.386,23.678,23.713,10.778,11.415,11.415
14.679,10.861,435.048,109.866,97.085,461.386,23.678,23.713,10.778,11.419,11.419
15.015,10.861,435.048,109.866,97.085,461.384,23.678,23.713,10.778,11.436,11.436
15.352,10.861,435.048,109.866,97.084,461.384,23.678,23.713,10.778,11.452,11.452
15.692,10.861,435.047,109.867,97.084,461.383,23.678,23.713,10.778,11.473,11.473
16.037,10.861,435.048,109.867,97.083,461.382,23.678,23.713,10.778,11.496,11.496
16.384,10.861,435.047,109.867,97.081,461.381,23.678,23.713,10.778,11.52,11.52
16.741,10.861,435.046,109.867,97.081,461.38,23.678,23.713,10.778,11.543,11.543
17.091,10.861,435.047,109.868,97.081,461.379,23.678,23.713,10.778,11.568,11.568
17.438,10.861,435.046,109.867,97.079,461.378,23.678,23.713,10.778,11.59,11.59
17.791,10.861,435.045,109.868,97.078,461.377,23.678,23.712,10.778,11.601,11.601
18.144,10.861,435.046,109.868,97.078,461.376,23.678,23.713,10.778,11.61,11.61
18.488,10.861,435.046,109.868,97.077,461.376,23.678,23.712,10.778,11.617,11.617
18.834,10.861,435.046,109.868,97.077,461.375,23.678,23.712,10.778,11.623,11.623
19.185,10.861,435.046,109.868,97.077,461.374,23.678,23.712,10.778,11.626,11.626
19.524,10.861,435.046,109.868,97.076,461.374,23.678,23.712,10.778,11.631,11.631
19.862,10.861,435.045,109.868,97.075,461.374,23.678,23.712,10.779,11.636,11.636
20.213,10.861,435.044,109.868,97.075,461.373,23.678,23.712,10.779,11.639,11.639
20.563,10.861,435.044,109.869,97.074,461.372,23.678,23.713,10.778,11.64,11.64
20.905,10.861,435.043,109.869,97.074,461.371,23.678,23.713,10.778,11.646,11.646
21.263,10.861,435.043,109.869,97.073,461.37,23.678,23.713,10.778,11.649,11.649
21.625,10.861,435.043,109.869,97.072,461.369,23.678,23.713,10.778,11.649,11.649
21.971,10.86,435.042,109.869,97.071,461.369,23.678,23.713,10.778,11.653,11.653
22.323,10.861,435.041,109.87,97.071,461.368,23.678,23.713,10.778,11.656,11.656
22.685,10.861,435.041,109.869,97.07,461.367,23.678,23.713,10.778,11.656,11.656
23.033,10.86,435.041,109.87,97.07,461.366,23.678,23.713,10.778,11.657,11.657
23.372,10.86,435.04,109.869,97.069,461.366,23.678,23.713,10.778,11.661,11.661
23.722,10.86,435.041,109.87,97.068,461.365,23.678,23.713,10.778,11.661,11.661
24.064,10.86,435.04,109.87,97.068,461.364,23.678,23.713,10.778,11.661,11.661
24.394,10.86,435.039,109.87,97.068,461.364,23.678,23.713,10.778,11.665,11.665
24.737,10.86,435.039,109.87,97.067,461.363,23.678,23.713,10.778,11.666,11.666
25.09,10.86,435.039,109.87,97.067,461.362,23.678,23.713,10.778,11.665,11.665
25.435,10.86,435.038,109.87,97.066,461.362,23.678,23.713,10.778,11.668,11.668
25.784,10.859,435.038,109.87,97.066,461.361,23.678,23.713,10.778,11.67,11.67
26.147,10.86,435.038,109.87,97.065,461.361,23.678,23.713,10.778,11.67,11.67
26.5,10.86,435.037,109.87,97.065,461.361,23.678,23.713,10.778,11.671,11.671
26.844,10.86,435.037,109.87,97.064,461.36,23.678,23.713,10.778,11.673,11.673
27.198,10.86,435.037,109.87,97.064,461.36,23.678,23.713,10.778,11.673,11.673
27.555,10.861,435.036,109.87,97.063,461.359,23.678,23.713,10.778,11.674,11.674
27.897,10.861,435.037,109.87,97.063,461.359,23.678,23.713,10.778,11.676,11.676
28.241,10.861,435.037,109.87,97.062,461.358,23.678,23.713,10.779,11.676,11.676
28.595,10.861,435.036,109.87,97.062,461.357,23.678,23.713,10.779,11.676,11.676
28.935,10.861,435.037,109.871,97.061,461.357,23.678,23.713,10.779,11.678,11.678
29.271,10.861,435.036,109.87,97.061,461.356,23.678,23.713,10.779,11.679,11.679
29.624,10.861,435.036,109.87,97.06,461.356,23.678,23.713,10.779,11.68,11.68
29.978,10.861,435.04,109.87,97.06,461.355,23.678,23.713,10.779,11.681,11.681
30.322,10.861,435.074,109.87,97.059,461.356,23.678,23.713,10.779,11.682,11.682
30.683,10.861,435.15,109.87,97.059,461.355,23.678,23.713,10.779,11.682,11.682
31.049,10.861,435.249,109.87,97.058,461.355,23.678,23.713,10.779,11.683,11.683
31.397,10.861,435.398,109.871,97.057,461.355,23.678,23.713,10.779,11.684,11.684
31.749,10.861,435.597,109.871,97.057,461.355,23.678,23.713,10.779,11.684,11.684
32.112,10.861,435.828,109.87,97.056,461.354,23.678,23.713,10.779,11.684,11.684
32.46,10.861,436.106,109.871,97.055,461.353,23.678,23.713,10.779,11.685,11.685
32.797,10.861,436.424,109.871,97.055,461.352,23.678,23.713,10.779,11.685,11.685
